"Accession"	"Description"	"Gene"	"Uniprot"	"Family"	"Score"	"Coverage"	"X..Proteins"	"X..Unique.Peptides"	"X..Peptides"	"X..PSMs"	"Area"	"X..AAs"	"MW..kDa."	"calc..pI"	"cellLine"	"replicate"	"referenceSample"	"refSampleReplicate"	"ratio"	"variability"	"count"	"condition"	"log2ratio"
"B4DR80"	"Serine/threonine-protein kinase 24 12 kDa subunit OS"	"STK24"	"STK24"	"STE"	91.99	"32.52%"	6	9	11	39	1.24e+09	412	45.8	5.58	"Syn5"	2	"Syn1"	3	1.019	18.1	24	"Syn5_2/Syn1_3"	0.0271540515037266
"B4DR80"	"Serine/threonine-protein kinase 24 12 kDa subunit OS"	"STK24"	"STK24"	"STE"	91.99	"32.52%"	6	9	11	39	1.24e+09	412	45.8	5.58	"Syn5"	3	"Syn1"	1	0.838	19.7	24	"Syn5_3/Syn1_1"	-0.254977850962736
"B4DR80"	"Serine/threonine-protein kinase 24 12 kDa subunit OS"	"STK24"	"STK24"	"STE"	91.99	"32.52%"	6	9	11	39	1.24e+09	412	45.8	5.58	"Syn5"	3	"Syn1"	2	0.797	12.5	24	"Syn5_3/Syn1_2"	-0.327348370671615
"B4DR80"	"Serine/threonine-protein kinase 24 12 kDa subunit OS"	"STK24"	"STK24"	"STE"	91.99	"32.52%"	6	9	11	39	1.24e+09	412	45.8	5.58	"Syn5"	3	"Syn1"	3	0.962	12.6	24	"Syn5_3/Syn1_3"	-0.0558912008920452
"B4DWQ2"	"Activin receptor type-2A OS"	"ACVR2A"	"AVR2A"	"TKL"	8.92	"8.15%"	2	3	3	4	1.07e+08	405	45.7	6.13	"Syn1"	2	"Syn1"	1	0.835	6.8	3	"Syn1_2/Syn1_1"	-0.260151897300673
"B4DWQ2"	"Activin receptor type-2A OS"	"ACVR2A"	"AVR2A"	"TKL"	8.92	"8.15%"	2	3	3	4	1.07e+08	405	45.7	6.13	"Syn1"	3	"Syn1"	1	1.145	30.1	3	"Syn1_3/Syn1_1"	0.195347598322219
"B4DWQ2"	"Activin receptor type-2A OS"	"ACVR2A"	"AVR2A"	"TKL"	8.92	"8.15%"	2	3	3	4	1.07e+08	405	45.7	6.13	"Syn5"	1	"Syn1"	1	1.37	6.7	3	"Syn5_1/Syn1_1"	0.454175893185802
"B4DWQ2"	"Activin receptor type-2A OS"	"ACVR2A"	"AVR2A"	"TKL"	8.92	"8.15%"	2	3	3	4	1.07e+08	405	45.7	6.13	"Syn5"	1	"Syn1"	2	1.164	11.5	3	"Syn5_1/Syn1_2"	0.219091058246197
"B4DWQ2"	"Activin receptor type-2A OS"	"ACVR2A"	"AVR2A"	"TKL"	8.92	"8.15%"	2	3	3	4	1.07e+08	405	45.7	6.13	"Syn5"	1	"Syn1"	3	1.074	7.3	3	"Syn5_1/Syn1_3"	0.102993993323326
"B4DWQ2"	"Activin receptor type-2A OS"	"ACVR2A"	"AVR2A"	"TKL"	8.92	"8.15%"	2	3	3	4	1.07e+08	405	45.7	6.13	"Syn5"	2	"Syn1"	1	1.41	33.5	3	"Syn5_2/Syn1_1"	0.495695162624069
"B4DWQ2"	"Activin receptor type-2A OS"	"ACVR2A"	"AVR2A"	"TKL"	8.92	"8.15%"	2	3	3	4	1.07e+08	405	45.7	6.13	"Syn5"	2	"Syn1"	2	1.212	9.7	3	"Syn5_2/Syn1_2"	0.277389698810864
"B4DWQ2"	"Activin receptor type-2A OS"	"ACVR2A"	"AVR2A"	"TKL"	8.92	"8.15%"	2	3	3	4	1.07e+08	405	45.7	6.13	"Syn5"	2	"Syn1"	3	1.295	3.8	3	"Syn5_2/Syn1_3"	0.372952097911829
"B4DWQ2"	"Activin receptor type-2A OS"	"ACVR2A"	"AVR2A"	"TKL"	8.92	"8.15%"	2	3	3	4	1.07e+08	405	45.7	6.13	"Syn5"	3	"Syn1"	1	1.208	37.3	3	"Syn5_3/Syn1_1"	0.272620454662992
"B4DWQ2"	"Activin receptor type-2A OS"	"ACVR2A"	"AVR2A"	"TKL"	8.92	"8.15%"	2	3	3	4	1.07e+08	405	45.7	6.13	"Syn5"	3	"Syn1"	2	1.02	42.7	3	"Syn5_3/Syn1_2"	0.0285691521967709
"B4DWQ2"	"Activin receptor type-2A OS"	"ACVR2A"	"AVR2A"	"TKL"	8.92	"8.15%"	2	3	3	4	1.07e+08	405	45.7	6.13	"Syn5"	3	"Syn1"	3	1.179	0.4	3	"Syn5_3/Syn1_3"	0.237563718317676
"B4DY26"	"TGF-beta receptor type-1 OS"	"TGFBR1"	"TGFR1"	"TKL"	92.32	"35.94%"	9	10	13	34	1.05e+09	434	48.8	7.77	"Syn1"	2	"Syn1"	1	1.35	15.2	21	"Syn1_2/Syn1_1"	0.432959407276106
"B4DY26"	"TGF-beta receptor type-1 OS"	"TGFBR1"	"TGFR1"	"TKL"	92.32	"35.94%"	9	10	13	34	1.05e+09	434	48.8	7.77	"Syn1"	3	"Syn1"	1	1.189	19.9	21	"Syn1_3/Syn1_1"	0.249748715083569
"B4DY26"	"TGF-beta receptor type-1 OS"	"TGFBR1"	"TGFR1"	"TKL"	92.32	"35.94%"	9	10	13	34	1.05e+09	434	48.8	7.77	"Syn5"	1	"Syn1"	1	1.362	15.2	21	"Syn5_1/Syn1_1"	0.445726703349984
"B4DY26"	"TGF-beta receptor type-1 OS"	"TGFBR1"	"TGFR1"	"TKL"	92.32	"35.94%"	9	10	13	34	1.05e+09	434	48.8	7.77	"Syn5"	1	"Syn1"	2	1.114	15.6	21	"Syn5_1/Syn1_2"	0.155749232677945
"B4DY26"	"TGF-beta receptor type-1 OS"	"TGFBR1"	"TGFR1"	"TKL"	92.32	"35.94%"	9	10	13	34	1.05e+09	434	48.8	7.77	"Syn5"	1	"Syn1"	3	1.401	17.1	21	"Syn5_1/Syn1_3"	0.486456955768731
"B4DY26"	"TGF-beta receptor type-1 OS"	"TGFBR1"	"TGFR1"	"TKL"	92.32	"35.94%"	9	10	13	34	1.05e+09	434	48.8	7.77	"Syn5"	2	"Syn1"	1	0.857	19.3	21	"Syn5_2/Syn1_1"	-0.222632890549587
"B4DY26"	"TGF-beta receptor type-1 OS"	"TGFBR1"	"TGFR1"	"TKL"	92.32	"35.94%"	9	10	13	34	1.05e+09	434	48.8	7.77	"Syn5"	2	"Syn1"	2	0.815	14.1	21	"Syn5_2/Syn1_2"	-0.295128035543647
"B4DY26"	"TGF-beta receptor type-1 OS"	"TGFBR1"	"TGFR1"	"TKL"	92.32	"35.94%"	9	10	13	34	1.05e+09	434	48.8	7.77	"Syn5"	2	"Syn1"	3	0.992	10.3	21	"Syn5_2/Syn1_3"	-0.0115879742752118
"B4DY26"	"TGF-beta receptor type-1 OS"	"TGFBR1"	"TGFR1"	"TKL"	92.32	"35.94%"	9	10	13	34	1.05e+09	434	48.8	7.77	"Syn5"	3	"Syn1"	1	1.151	12.4	21	"Syn5_3/Syn1_1"	0.202887833470143
"B4DY26"	"TGF-beta receptor type-1 OS"	"TGFBR1"	"TGFR1"	"TKL"	92.32	"35.94%"	9	10	13	34	1.05e+09	434	48.8	7.77	"Syn5"	3	"Syn1"	2	1.008	7	21	"Syn5_3/Syn1_2"	0.0114956388378294
"B4DY26"	"TGF-beta receptor type-1 OS"	"TGFBR1"	"TGFR1"	"TKL"	92.32	"35.94%"	9	10	13	34	1.05e+09	434	48.8	7.77	"Syn5"	3	"Syn1"	3	1.28	15.2	21	"Syn5_3/Syn1_3"	0.356143810225275
"B5MC51"	"LIM domain kinase 2 OS"	"LIMK2"	"LIMK2"	"TKL"	17.48	"9.86%"	3	6	7	9	1.49e+08	629	71.1	7.15	"Syn1"	2	"Syn1"	1	1.096	18.2	5	"Syn1_2/Syn1_1"	0.13224779829844
"B5MC51"	"LIM domain kinase 2 OS"	"LIMK2"	"LIMK2"	"TKL"	17.48	"9.86%"	3	6	7	9	1.49e+08	629	71.1	7.15	"Syn1"	3	"Syn1"	1	0.963	16.9	5	"Syn1_3/Syn1_1"	-0.0543922968186278
"B5MC51"	"LIM domain kinase 2 OS"	"LIMK2"	"LIMK2"	"TKL"	17.48	"9.86%"	3	6	7	9	1.49e+08	629	71.1	7.15	"Syn5"	1	"Syn1"	1	0.883	19.6	5	"Syn5_1/Syn1_1"	-0.179514657013621
"B5MC51"	"LIM domain kinase 2 OS"	"LIMK2"	"LIMK2"	"TKL"	17.48	"9.86%"	3	6	7	9	1.49e+08	629	71.1	7.15	"Syn5"	1	"Syn1"	2	0.889	11.3	5	"Syn5_1/Syn1_2"	-0.169744675832317
"B5MC51"	"LIM domain kinase 2 OS"	"LIMK2"	"LIMK2"	"TKL"	17.48	"9.86%"	3	6	7	9	1.49e+08	629	71.1	7.15	"Syn5"	1	"Syn1"	3	1.037	3.4	5	"Syn5_1/Syn1_3"	0.0524158941511385
"B5MC51"	"LIM domain kinase 2 OS"	"LIMK2"	"LIMK2"	"TKL"	17.48	"9.86%"	3	6	7	9	1.49e+08	629	71.1	7.15	"Syn5"	2	"Syn1"	1	0.89	50.7	5	"Syn5_2/Syn1_1"	-0.168122758808327
"B5MC51"	"LIM domain kinase 2 OS"	"LIMK2"	"LIMK2"	"TKL"	17.48	"9.86%"	3	6	7	9	1.49e+08	629	71.1	7.15	"Syn5"	2	"Syn1"	2	0.731	5.1	5	"Syn5_2/Syn1_2"	-0.45205668870965
"B5MC51"	"LIM domain kinase 2 OS"	"LIMK2"	"LIMK2"	"TKL"	17.48	"9.86%"	3	6	7	9	1.49e+08	629	71.1	7.15	"Syn5"	2	"Syn1"	3	0.915	21.3	5	"Syn5_2/Syn1_3"	-0.128156351490682
"B5MC51"	"LIM domain kinase 2 OS"	"LIMK2"	"LIMK2"	"TKL"	17.48	"9.86%"	3	6	7	9	1.49e+08	629	71.1	7.15	"Syn5"	3	"Syn1"	1	0.942	22.3	5	"Syn5_3/Syn1_1"	-0.0862010350493039
"B5MC51"	"LIM domain kinase 2 OS"	"LIMK2"	"LIMK2"	"TKL"	17.48	"9.86%"	3	6	7	9	1.49e+08	629	71.1	7.15	"Syn5"	3	"Syn1"	2	0.924	9.7	5	"Syn5_3/Syn1_2"	-0.114035243246029
"B5MC51"	"LIM domain kinase 2 OS"	"LIMK2"	"LIMK2"	"TKL"	17.48	"9.86%"	3	6	7	9	1.49e+08	629	71.1	7.15	"Syn5"	3	"Syn1"	3	1.124	5.7	5	"Syn5_3/Syn1_3"	0.168642035558839
"B7ZLE7"	"DAPK1 protein OS"	"DAPK1"	"DAPK1"	"CAMK"	18.22	"2.71%"	4	3	5	11	6.43e+08	1364	152.4	7.17	"Syn1"	2	"Syn1"	1	1.063	15.5	4	"Syn1_2/Syn1_1"	0.0881415968690176
"B7ZLE7"	"DAPK1 protein OS"	"DAPK1"	"DAPK1"	"CAMK"	18.22	"2.71%"	4	3	5	11	6.43e+08	1364	152.4	7.17	"Syn1"	3	"Syn1"	1	0.914	4.5	4	"Syn1_3/Syn1_1"	-0.129733929604017
"B7ZLE7"	"DAPK1 protein OS"	"DAPK1"	"DAPK1"	"CAMK"	18.22	"2.71%"	4	3	5	11	6.43e+08	1364	152.4	7.17	"Syn5"	1	"Syn1"	1	0.758	34.6	4	"Syn5_1/Syn1_1"	-0.399730246490995
"B7ZLE7"	"DAPK1 protein OS"	"DAPK1"	"DAPK1"	"CAMK"	18.22	"2.71%"	4	3	5	11	6.43e+08	1364	152.4	7.17	"Syn5"	1	"Syn1"	2	0.955	22.7	4	"Syn5_1/Syn1_2"	-0.0664273617389761
"B7ZLE7"	"DAPK1 protein OS"	"DAPK1"	"DAPK1"	"CAMK"	18.22	"2.71%"	4	3	5	11	6.43e+08	1364	152.4	7.17	"Syn5"	1	"Syn1"	3	0.879	23.8	4	"Syn5_1/Syn1_3"	-0.186064929518683
"B7ZLE7"	"DAPK1 protein OS"	"DAPK1"	"DAPK1"	"CAMK"	18.22	"2.71%"	4	3	5	11	6.43e+08	1364	152.4	7.17	"Syn5"	2	"Syn1"	1	0.729	25.2	4	"Syn5_2/Syn1_1"	-0.45600928033515
"B7ZLE7"	"DAPK1 protein OS"	"DAPK1"	"DAPK1"	"CAMK"	18.22	"2.71%"	4	3	5	11	6.43e+08	1364	152.4	7.17	"Syn5"	2	"Syn1"	2	0.93	4.8	4	"Syn5_2/Syn1_2"	-0.104697378666693
"B7ZLE7"	"DAPK1 protein OS"	"DAPK1"	"DAPK1"	"CAMK"	18.22	"2.71%"	4	3	5	11	6.43e+08	1364	152.4	7.17	"Syn5"	2	"Syn1"	3	0.832	4	4	"Syn5_2/Syn1_3"	-0.265344566520995
"B7ZLE7"	"DAPK1 protein OS"	"DAPK1"	"DAPK1"	"CAMK"	18.22	"2.71%"	4	3	5	11	6.43e+08	1364	152.4	7.17	"Syn5"	3	"Syn1"	1	0.75	13.1	4	"Syn5_3/Syn1_1"	-0.415037499278844
"B7ZLE7"	"DAPK1 protein OS"	"DAPK1"	"DAPK1"	"CAMK"	18.22	"2.71%"	4	3	5	11	6.43e+08	1364	152.4	7.17	"Syn5"	3	"Syn1"	2	0.927	7.2	4	"Syn5_3/Syn1_2"	-0.109358756036556
"B7ZLE7"	"DAPK1 protein OS"	"DAPK1"	"DAPK1"	"CAMK"	18.22	"2.71%"	4	3	5	11	6.43e+08	1364	152.4	7.17	"Syn5"	3	"Syn1"	3	0.871	1.5	4	"Syn5_3/Syn1_3"	-0.199255376063222
"C9J5X1"	"Tyrosine-protein kinase receptor OS"	"IGF1R"	"IGF1R"	"TK"	151.67	"29.50%"	5	31	33	71	1.59e+09	1366	154.7	5.83	"Syn1"	2	"Syn1"	1	1.071	23	42	"Syn1_2/Syn1_1"	0.0989584800881688
"C9J5X1"	"Tyrosine-protein kinase receptor OS"	"IGF1R"	"IGF1R"	"TK"	151.67	"29.50%"	5	31	33	71	1.59e+09	1366	154.7	5.83	"Syn1"	3	"Syn1"	1	0.916	19.8	42	"Syn1_3/Syn1_1"	-0.126580496565143
"C9J5X1"	"Tyrosine-protein kinase receptor OS"	"IGF1R"	"IGF1R"	"TK"	151.67	"29.50%"	5	31	33	71	1.59e+09	1366	154.7	5.83	"Syn5"	1	"Syn1"	1	0.75	39.5	42	"Syn5_1/Syn1_1"	-0.415037499278844
"C9J5X1"	"Tyrosine-protein kinase receptor OS"	"IGF1R"	"IGF1R"	"TK"	151.67	"29.50%"	5	31	33	71	1.59e+09	1366	154.7	5.83	"Syn5"	1	"Syn1"	2	0.813	17.6	42	"Syn5_1/Syn1_2"	-0.298672742587059
"C9J5X1"	"Tyrosine-protein kinase receptor OS"	"IGF1R"	"IGF1R"	"TK"	151.67	"29.50%"	5	31	33	71	1.59e+09	1366	154.7	5.83	"Syn5"	1	"Syn1"	3	0.869	18.3	42	"Syn5_1/Syn1_3"	-0.202571917847687
"C9J5X1"	"Tyrosine-protein kinase receptor OS"	"IGF1R"	"IGF1R"	"TK"	151.67	"29.50%"	5	31	33	71	1.59e+09	1366	154.7	5.83	"Syn5"	2	"Syn1"	1	0.741	59.1	42	"Syn5_2/Syn1_1"	-0.432454552356253
"C9J5X1"	"Tyrosine-protein kinase receptor OS"	"IGF1R"	"IGF1R"	"TK"	151.67	"29.50%"	5	31	33	71	1.59e+09	1366	154.7	5.83	"Syn5"	2	"Syn1"	2	0.833	46.7	42	"Syn5_2/Syn1_2"	-0.263611599296539
"C9J5X1"	"Tyrosine-protein kinase receptor OS"	"IGF1R"	"IGF1R"	"TK"	151.67	"29.50%"	5	31	33	71	1.59e+09	1366	154.7	5.83	"Syn5"	2	"Syn1"	3	0.865	36.5	42	"Syn5_2/Syn1_3"	-0.209227962138
"C9J5X1"	"Tyrosine-protein kinase receptor OS"	"IGF1R"	"IGF1R"	"TK"	151.67	"29.50%"	5	31	33	71	1.59e+09	1366	154.7	5.83	"Syn5"	3	"Syn1"	1	0.815	23.6	42	"Syn5_3/Syn1_1"	-0.295128035543647
"C9J5X1"	"Tyrosine-protein kinase receptor OS"	"IGF1R"	"IGF1R"	"TK"	151.67	"29.50%"	5	31	33	71	1.59e+09	1366	154.7	5.83	"Syn5"	3	"Syn1"	2	0.917	15.7	42	"Syn5_3/Syn1_2"	-0.125006361067033
"C9J5X1"	"Tyrosine-protein kinase receptor OS"	"IGF1R"	"IGF1R"	"TK"	151.67	"29.50%"	5	31	33	71	1.59e+09	1366	154.7	5.83	"Syn5"	3	"Syn1"	3	1	17.5	42	"Syn5_3/Syn1_3"	0
"C9J9G6"	"Dual serine/threonine and tyrosine protein kinase OS"	"DSTYK"	"DUSTY"	"Other"	2.43	"1.53%"	2	1	1	1	NA	588	66.4	5.38	"Syn1"	2	"Syn1"	1	1.204	NA	1	"Syn1_2/Syn1_1"	0.267835392097615
"C9J9G6"	"Dual serine/threonine and tyrosine protein kinase OS"	"DSTYK"	"DUSTY"	"Other"	2.43	"1.53%"	2	1	1	1	NA	588	66.4	5.38	"Syn1"	3	"Syn1"	1	0.975	NA	1	"Syn1_3/Syn1_1"	-0.036525876025114
"C9J9G6"	"Dual serine/threonine and tyrosine protein kinase OS"	"DSTYK"	"DUSTY"	"Other"	2.43	"1.53%"	2	1	1	1	NA	588	66.4	5.38	"Syn5"	1	"Syn1"	1	1.01	NA	1	"Syn5_1/Syn1_1"	0.0143552929770701
"C9J9G6"	"Dual serine/threonine and tyrosine protein kinase OS"	"DSTYK"	"DUSTY"	"Other"	2.43	"1.53%"	2	1	1	1	NA	588	66.4	5.38	"Syn5"	1	"Syn1"	2	1.137	NA	1	"Syn5_1/Syn1_2"	0.185232254230161
"C9J9G6"	"Dual serine/threonine and tyrosine protein kinase OS"	"DSTYK"	"DUSTY"	"Other"	2.43	"1.53%"	2	1	1	1	NA	588	66.4	5.38	"Syn5"	1	"Syn1"	3	1.215	NA	1	"Syn5_1/Syn1_3"	0.280956313831056
"C9J9G6"	"Dual serine/threonine and tyrosine protein kinase OS"	"DSTYK"	"DUSTY"	"Other"	2.43	"1.53%"	2	1	1	1	NA	588	66.4	5.38	"Syn5"	2	"Syn1"	1	0.82	NA	1	"Syn5_2/Syn1_1"	-0.286304185156641
"C9J9G6"	"Dual serine/threonine and tyrosine protein kinase OS"	"DSTYK"	"DUSTY"	"Other"	2.43	"1.53%"	2	1	1	1	NA	588	66.4	5.38	"Syn5"	2	"Syn1"	2	0.934	NA	1	"Syn5_2/Syn1_2"	-0.0985055449524251
"C9J9G6"	"Dual serine/threonine and tyrosine protein kinase OS"	"DSTYK"	"DUSTY"	"Other"	2.43	"1.53%"	2	1	1	1	NA	588	66.4	5.38	"Syn5"	2	"Syn1"	3	0.971	NA	1	"Syn5_2/Syn1_3"	-0.0424567992428948
"C9J9G6"	"Dual serine/threonine and tyrosine protein kinase OS"	"DSTYK"	"DUSTY"	"Other"	2.43	"1.53%"	2	1	1	1	NA	588	66.4	5.38	"Syn5"	3	"Syn1"	1	1.046	NA	1	"Syn5_3/Syn1_1"	0.0648828515848544
"C9J9G6"	"Dual serine/threonine and tyrosine protein kinase OS"	"DSTYK"	"DUSTY"	"Other"	2.43	"1.53%"	2	1	1	1	NA	588	66.4	5.38	"Syn5"	3	"Syn1"	2	1.171	NA	1	"Syn5_3/Syn1_2"	0.227741075839128
"C9J9G6"	"Dual serine/threonine and tyrosine protein kinase OS"	"DSTYK"	"DUSTY"	"Other"	2.43	"1.53%"	2	1	1	1	NA	588	66.4	5.38	"Syn5"	3	"Syn1"	3	1.286	NA	1	"Syn5_3/Syn1_3"	0.36289064266586
"C9JIG9"	"Serine/threonine-protein kinase OSR1 OS"	"OXSR1"	"OXSR1"	"STE"	9.31	"7.26%"	6	4	4	4	67900000	468	51.8	7.8	"Syn1"	2	"Syn1"	1	0.829	11.6	4	"Syn1_2/Syn1_1"	-0.270555993166337
"C9JIG9"	"Serine/threonine-protein kinase OSR1 OS"	"OXSR1"	"OXSR1"	"STE"	9.31	"7.26%"	6	4	4	4	67900000	468	51.8	7.8	"Syn1"	3	"Syn1"	1	1.087	21.4	4	"Syn1_3/Syn1_1"	0.120351940365222
"C9JIG9"	"Serine/threonine-protein kinase OSR1 OS"	"OXSR1"	"OXSR1"	"STE"	9.31	"7.26%"	6	4	4	4	67900000	468	51.8	7.8	"Syn5"	1	"Syn1"	1	1.019	5.2	4	"Syn5_1/Syn1_1"	0.0271540515037266
"C9JIG9"	"Serine/threonine-protein kinase OSR1 OS"	"OXSR1"	"OXSR1"	"STE"	9.31	"7.26%"	6	4	4	4	67900000	468	51.8	7.8	"Syn5"	1	"Syn1"	2	0.972	18.2	4	"Syn5_1/Syn1_2"	-0.0409717810563062
"C9JIG9"	"Serine/threonine-protein kinase OSR1 OS"	"OXSR1"	"OXSR1"	"STE"	9.31	"7.26%"	6	4	4	4	67900000	468	51.8	7.8	"Syn5"	1	"Syn1"	3	1.055	4.8	4	"Syn5_1/Syn1_3"	0.0772429989324604
"C9JIG9"	"Serine/threonine-protein kinase OSR1 OS"	"OXSR1"	"OXSR1"	"STE"	9.31	"7.26%"	6	4	4	4	67900000	468	51.8	7.8	"Syn5"	2	"Syn1"	1	1.094	14.2	4	"Syn5_2/Syn1_1"	0.12961273813047
"C9JIG9"	"Serine/threonine-protein kinase OSR1 OS"	"OXSR1"	"OXSR1"	"STE"	9.31	"7.26%"	6	4	4	4	67900000	468	51.8	7.8	"Syn5"	2	"Syn1"	2	1.064	25.9	4	"Syn5_2/Syn1_2"	0.0894981508391026
"C9JIG9"	"Serine/threonine-protein kinase OSR1 OS"	"OXSR1"	"OXSR1"	"STE"	9.31	"7.26%"	6	4	4	4	67900000	468	51.8	7.8	"Syn5"	2	"Syn1"	3	1.125	21.3	4	"Syn5_2/Syn1_3"	0.169925001442312
"C9JIG9"	"Serine/threonine-protein kinase OSR1 OS"	"OXSR1"	"OXSR1"	"STE"	9.31	"7.26%"	6	4	4	4	67900000	468	51.8	7.8	"Syn5"	3	"Syn1"	1	0.885	15.9	4	"Syn5_3/Syn1_1"	-0.176250639691727
"C9JIG9"	"Serine/threonine-protein kinase OSR1 OS"	"OXSR1"	"OXSR1"	"STE"	9.31	"7.26%"	6	4	4	4	67900000	468	51.8	7.8	"Syn5"	3	"Syn1"	2	0.871	17.9	4	"Syn5_3/Syn1_2"	-0.199255376063222
"C9JIG9"	"Serine/threonine-protein kinase OSR1 OS"	"OXSR1"	"OXSR1"	"STE"	9.31	"7.26%"	6	4	4	4	67900000	468	51.8	7.8	"Syn5"	3	"Syn1"	3	1	8.7	4	"Syn5_3/Syn1_3"	0
"C9JUK9"	"Mitogen-activated protein kinase 7 (Fragment) OS"	"MAPK7"	"MK07"	"CMGC"	2.27	"12.03%"	5	2	2	2	NA	241	27.2	6.86	"Syn1"	2	"Syn1"	1	0.819	20	2	"Syn1_2/Syn1_1"	-0.288064643021078
"C9JUK9"	"Mitogen-activated protein kinase 7 (Fragment) OS"	"MAPK7"	"MK07"	"CMGC"	2.27	"12.03%"	5	2	2	2	NA	241	27.2	6.86	"Syn1"	3	"Syn1"	1	1.004	19.4	2	"Syn1_3/Syn1_1"	0.00575926928868495
"C9JUK9"	"Mitogen-activated protein kinase 7 (Fragment) OS"	"MAPK7"	"MK07"	"CMGC"	2.27	"12.03%"	5	2	2	2	NA	241	27.2	6.86	"Syn5"	1	"Syn1"	1	1.469	51	2	"Syn5_1/Syn1_1"	0.554834395894193
"C9JUK9"	"Mitogen-activated protein kinase 7 (Fragment) OS"	"MAPK7"	"MK07"	"CMGC"	2.27	"12.03%"	5	2	2	2	NA	241	27.2	6.86	"Syn5"	1	"Syn1"	2	1.094	16.3	2	"Syn5_1/Syn1_2"	0.12961273813047
"C9JUK9"	"Mitogen-activated protein kinase 7 (Fragment) OS"	"MAPK7"	"MK07"	"CMGC"	2.27	"12.03%"	5	2	2	2	NA	241	27.2	6.86	"Syn5"	1	"Syn1"	3	0.994	5.5	2	"Syn5_1/Syn1_3"	-0.00868224309980088
"C9JUK9"	"Mitogen-activated protein kinase 7 (Fragment) OS"	"MAPK7"	"MK07"	"CMGC"	2.27	"12.03%"	5	2	2	2	NA	241	27.2	6.86	"Syn5"	2	"Syn1"	1	1.755	76.5	2	"Syn5_2/Syn1_1"	0.811471030529836
"C9JUK9"	"Mitogen-activated protein kinase 7 (Fragment) OS"	"MAPK7"	"MK07"	"CMGC"	2.27	"12.03%"	5	2	2	2	NA	241	27.2	6.86	"Syn5"	2	"Syn1"	2	1.323	37.2	2	"Syn5_2/Syn1_2"	0.40381306161659
"C9JUK9"	"Mitogen-activated protein kinase 7 (Fragment) OS"	"MAPK7"	"MK07"	"CMGC"	2.27	"12.03%"	5	2	2	2	NA	241	27.2	6.86	"Syn5"	2	"Syn1"	3	1.168	14.4	2	"Syn5_2/Syn1_3"	0.22404027421793
"C9JUK9"	"Mitogen-activated protein kinase 7 (Fragment) OS"	"MAPK7"	"MK07"	"CMGC"	2.27	"12.03%"	5	2	2	2	NA	241	27.2	6.86	"Syn5"	3	"Syn1"	1	1.477	75.7	2	"Syn5_3/Syn1_1"	0.562669826102702
"C9JUK9"	"Mitogen-activated protein kinase 7 (Fragment) OS"	"MAPK7"	"MK07"	"CMGC"	2.27	"12.03%"	5	2	2	2	NA	241	27.2	6.86	"Syn5"	3	"Syn1"	2	1.094	36.5	2	"Syn5_3/Syn1_2"	0.12961273813047
"C9JUK9"	"Mitogen-activated protein kinase 7 (Fragment) OS"	"MAPK7"	"MK07"	"CMGC"	2.27	"12.03%"	5	2	2	2	NA	241	27.2	6.86	"Syn5"	3	"Syn1"	3	1.02	13.8	2	"Syn5_3/Syn1_3"	0.0285691521967709
"D3YTB5"	"Interleukin-1 receptor-associated kinase 1 OS"	"IRAK1"	"IRAK1"	"TKL"	5.49	"3.95%"	9	2	3	6	1.41e+08	708	76	7.02	"Syn1"	2	"Syn1"	1	0.8	33.9	2	"Syn1_2/Syn1_1"	-0.321928094887362
"D3YTB5"	"Interleukin-1 receptor-associated kinase 1 OS"	"IRAK1"	"IRAK1"	"TKL"	5.49	"3.95%"	9	2	3	6	1.41e+08	708	76	7.02	"Syn1"	3	"Syn1"	1	0.99	24.3	2	"Syn1_3/Syn1_1"	-0.0144995696951151
"D3YTB5"	"Interleukin-1 receptor-associated kinase 1 OS"	"IRAK1"	"IRAK1"	"TKL"	5.49	"3.95%"	9	2	3	6	1.41e+08	708	76	7.02	"Syn5"	1	"Syn1"	1	0.739	28.5	2	"Syn5_1/Syn1_1"	-0.436353730515936
"D3YTB5"	"Interleukin-1 receptor-associated kinase 1 OS"	"IRAK1"	"IRAK1"	"TKL"	5.49	"3.95%"	9	2	3	6	1.41e+08	708	76	7.02	"Syn5"	1	"Syn1"	2	0.953	31.3	2	"Syn5_1/Syn1_2"	-0.0694518807521452
"D3YTB5"	"Interleukin-1 receptor-associated kinase 1 OS"	"IRAK1"	"IRAK1"	"TKL"	5.49	"3.95%"	9	2	3	6	1.41e+08	708	76	7.02	"Syn5"	1	"Syn1"	3	0.837	8.7	2	"Syn5_1/Syn1_3"	-0.256700472111743
"D3YTB5"	"Interleukin-1 receptor-associated kinase 1 OS"	"IRAK1"	"IRAK1"	"TKL"	5.49	"3.95%"	9	2	3	6	1.41e+08	708	76	7.02	"Syn5"	2	"Syn1"	1	0.903	67.1	2	"Syn5_2/Syn1_1"	-0.147202107181229
"D3YTB5"	"Interleukin-1 receptor-associated kinase 1 OS"	"IRAK1"	"IRAK1"	"TKL"	5.49	"3.95%"	9	2	3	6	1.41e+08	708	76	7.02	"Syn5"	2	"Syn1"	2	1.179	70.6	2	"Syn5_2/Syn1_2"	0.237563718317676
